R,G,B
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
253,253,253
255,255,253
255,255,253
253,255,252
254,255,255
226,227,232
184,187,196
189,191,203
169,171,184
120,122,143
86,91,120
93,100,128
107,115,138
116,124,145
127,133,157
135,138,169
136,142,166
136,143,169
135,142,170
128,137,166
123,134,164
117,130,162
110,123,157
103,116,151
93,111,147
88,106,144
79,98,138
69,92,134
62,86,130
53,81,128
45,76,123
40,70,120
33,69,117
29,67,116
24,64,115
19,65,115
14,66,116
10,66,117
5,67,118
3,66,119
0,65,126
7,72,100
0,66,134
2,64,113
75,100,122
170,177,47
191,181,60
166,140,103
132,127,121
115,110,106
113,107,107
130,123,130
124,119,126
109,103,113
108,102,112
94,89,96
72,62,61
76,65,61
89,75,62
97,82,63
90,73,53
74,57,41
64,47,39
62,47,42
72,56,40
86,69,59
118,103,98
127,114,108
153,145,134
191,187,175
201,202,197
188,189,193
190,192,191
224,226,221
198,200,195
210,216,216
239,255,255
146,183,210
31,96,138
11,97,146
0,97,154
5,102,157
0,93,144
0,91,139
7,102,150
5,99,151
0,94,150
8,103,161
8,103,161
80,140,88
100,124,74
0,83,150
0,101,152
0,99,181
18,94,144
94,136,72
143,160,46
45,104,112
152,163,87
101,163,77
0,83,151
107,124,140
114,175,56
103,155,55
44,107,114
6,91,158
132,140,83
100,154,43
115,167,95
8,101,118
57,127,101
185,177,44
143,161,43
38,86,132
49,94,91
140,153,81
143,144,42
90,122,111
15,75,112
110,116,70
104,146,98
101,161,27
66,90,118
25,83,87
127,167,55
110,140,42
133,141,100
0,65,125
5,81,113
107,138,45
57,105,67
0,70,98
0,71,112
19,60,122
4,54,105
6,58,115
15,61,113
17,60,113
18,59,111
19,59,110
22,59,111
26,59,110
27,59,108
28,60,109
33,59,110
39,62,114
44,66,115
49,71,118
57,76,119
65,84,126
75,93,133
83,98,137
93,107,144
102,115,150
112,122,157
118,127,158
125,132,161
130,136,162
133,137,162
132,137,159
132,134,155
125,128,147
120,126,142
106,113,132
100,104,131
88,90,115
128,130,143
250,249,254
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
252,252,252
255,255,253
255,255,253
253,255,252
254,255,255
226,227,232
184,187,196
187,189,201
167,169,182
118,120,141
86,91,120
93,100,128
107,115,138
116,124,145
126,132,156
134,137,168
135,141,165
136,142,168
134,141,169
127,136,165
122,133,163
118,129,161
109,122,156
101,114,149
92,110,146
86,104,142
77,96,136
68,91,133
61,85,129
53,80,127
45,73,121
40,68,118
32,68,116
28,66,115
24,64,113
20,63,114
17,64,116
12,65,117
8,65,118
5,65,117
0,66,117
8,71,140
10,50,119
12,72,106
0,68,127
75,87,111
209,189,0
211,189,44
158,154,145
138,133,129
133,129,130
145,140,146
128,122,134
98,94,108
99,95,109
93,89,103
94,89,95
94,88,88
95,86,79
89,77,63
70,58,42
56,44,32
62,48,45
76,64,66
88,71,61
142,124,120
188,172,173
177,161,161
191,180,174
194,187,177
197,194,189
205,203,206
201,211,213
193,185,172
238,221,195
255,251,241
145,175,199
31,98,151
4,97,158
0,93,152
8,94,141
3,95,144
0,94,147
0,96,151
0,95,153
0,96,151
3,93,146
4,87,141
4,91,134
0,76,183
26,102,151
0,106,136
3,86,140
24,95,147
87,116,96
17,102,141
0,91,114
69,113,122
159,175,50
34,90,139
12,84,124
12,88,122
0,99,127
32,76,165
5,80,122
0,99,147
0,79,149
35,98,142
5,65,137
0,94,114
2,87,142
39,69,142
12,72,145
0,98,124
0,70,136
22,74,132
2,88,135
0,81,141
0,87,137
8,76,113
24,70,129
6,83,111
20,72,132
0,80,126
11,57,151
25,76,107
0,65,106
14,72,109
0,59,163
28,56,96
6,63,134
0,60,110
20,66,128
8,61,129
0,69,94
31,61,125
17,60,113
18,59,111
19,59,111
21,58,110
23,59,109
27,59,108
28,58,108
28,58,108
35,58,110
38,61,111
44,66,115
50,71,118
57,76,119
65,82,125
74,92,130
83,98,137
93,107,144
102,115,150
112,122,157
118,127,158
124,131,160
130,136,162
133,137,162
134,136,159
132,134,155
125,128,147
120,126,142
106,113,132
100,104,131
88,90,115
128,130,143
251,250,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
254,254,252
255,255,253
255,255,253
255,255,255
229,228,234
191,189,200
191,189,202
160,165,184
109,114,134
91,95,120
96,100,127
106,110,137
122,126,153
128,132,157
133,138,160
133,141,164
134,141,167
132,139,167
126,135,164
122,131,162
117,128,160
110,120,155
102,112,148
93,108,147
87,102,141
76,94,134
68,87,129
59,82,124
53,77,123
46,73,118
41,68,115
36,66,118
34,64,116
29,62,113
25,62,114
22,64,114
18,64,113
16,64,113
12,62,111
4,64,136
2,62,114
3,65,106
3,69,127
0,62,135
2,58,105
67,102,80
148,166,82
245,187,25
226,185,59
160,143,73
118,122,105
85,98,115
76,80,118
120,104,153
133,105,156
95,88,119
110,102,117
116,106,104
81,69,57
49,35,26
84,69,66
137,123,122
146,135,133
134,129,100
145,137,116
176,171,151
183,189,163
177,191,166
195,198,189
210,193,201
217,180,197
207,198,193
216,211,207
247,255,255
131,173,197
28,105,149
3,98,156
0,84,142
5,92,145
10,92,130
0,82,162
0,90,139
0,96,141
1,96,142
0,89,139
0,87,159
1,104,123
0,83,131
10,103,137
0,89,106
4,93,125
15,77,180
63,118,123
122,174,64
61,73,121
69,91,104
126,186,38
74,142,83
10,72,183
5,89,153
0,91,107
0,78,141
4,89,144
0,83,135
0,83,135
0,83,135
0,82,134
0,81,134
0,80,133
0,80,133
0,80,133
4,76,134
4,77,132
3,76,131
3,76,131
2,75,128
2,75,128
1,74,127
1,74,127
1,70,125
1,70,125
0,69,124
1,68,123
0,67,120
0,65,119
0,65,117
0,65,117
8,66,116
9,65,116
10,63,115
12,62,115
15,61,113
18,59,113
20,57,110
20,57,110
22,58,110
24,57,110
24,57,110
25,57,108
26,56,108
29,57,107
30,58,108
31,59,109
35,58,108
39,61,110
45,66,113
52,70,116
58,75,119
67,82,125
77,90,132
85,97,137
96,104,141
104,112,148
114,120,154
119,125,157
125,130,160
130,134,163
134,135,163
133,135,160
129,134,156
123,128,147
117,122,141
111,113,136
100,101,131
85,85,111
133,135,150
245,248,253
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
254,254,252
255,255,253
255,255,253
255,255,255
229,228,234
191,189,200
191,189,202
158,163,182
108,113,133
91,95,120
96,100,127
106,110,137
122,126,153
128,132,157
133,138,160
133,141,164
134,141,167
132,139,167
125,134,163
121,130,161
117,126,159
109,119,154
102,112,148
93,108,147
86,101,140
76,94,134
67,86,128
60,81,124
53,77,123
47,71,117
41,68,115
37,64,117
33,63,115
30,62,113
25,61,111
22,62,113
20,64,113
16,62,112
14,62,111
12,62,115
14,64,101
11,64,95
9,70,114
5,70,134
2,62,124
21,66,99
54,85,88
144,147,44
199,188,46
232,201,22
255,206,28
227,174,34
176,141,37
166,159,68
148,164,66
137,136,82
115,111,63
97,89,52
85,73,51
98,83,76
148,135,127
176,168,147
158,154,119
174,147,138
166,146,145
179,166,175
195,182,191
198,184,184
190,185,179
176,191,186
168,198,200
220,211,206
245,250,254
156,187,205
49,105,140
6,84,132
0,90,143
0,90,145
0,81,137
4,85,140
1,88,141
0,93,144
0,94,138
1,87,144
2,81,158
0,85,144
0,92,132
3,81,179
12,95,175
0,86,144
3,91,139
6,77,157
47,113,103
111,176,60
91,126,119
93,135,111
82,137,105
25,89,117
0,72,141
4,92,128
0,89,126
0,83,147
1,83,133
0,83,135
0,83,135
0,81,134
0,81,134
0,80,133
0,80,133
0,79,132
0,79,132
1,76,131
1,76,131
0,75,130
2,75,128
1,74,127
1,74,127
0,73,124
0,73,124
1,70,125
0,69,124
2,69,122
2,67,121
3,66,120
2,65,118
3,64,118
3,64,118
9,65,116
10,63,115
11,62,115
14,61,113
17,60,113
18,58,110
20,57,110
21,56,110
24,57,110
24,57,110
24,56,107
25,57,108
26,56,108
29,57,107
31,57,108
31,57,108
36,58,108
39,61,110
45,66,113
51,69,115
58,75,119
68,81,125
77,90,132
85,97,137
96,104,141
104,112,148
114,120,154
119,125,157
124,129,159
130,134,163
134,135,163
133,135,160
129,134,156
123,128,147
116,121,140
111,113,136
100,101,131
85,85,111
133,135,150
245,248,253
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
254,254,252
255,255,253
255,255,253
255,255,255
229,228,234
191,189,200
190,188,201
154,159,178
105,110,130
91,95,120
97,101,128
107,111,138
122,126,153
128,132,157
133,138,160
132,140,163
134,141,167
132,139,167
127,134,163
121,130,161
117,126,159
109,117,153
101,111,147
92,106,145
85,100,139
77,92,133
66,85,127
59,80,123
53,75,122
46,70,116
42,66,114
36,64,114
34,62,112
30,60,112
27,60,111
24,61,113
21,61,112
19,61,111
17,61,110
20,60,112
26,63,108
19,58,97
10,59,99
8,69,116
5,70,128
0,57,124
1,51,120
7,58,111
69,104,106
136,144,67
208,188,39
240,203,9
239,197,0
247,211,5
238,206,9
254,206,18
235,189,5
225,182,8
218,176,32
213,172,66
213,176,105
191,159,108
148,121,78
142,107,137
147,141,127
162,175,145
182,180,183
195,164,196
196,162,179
193,190,175
193,220,189
251,246,243
199,222,238
46,104,144
0,74,126
0,80,131
0,80,129
0,81,135
0,89,148
0,78,147
2,93,120
0,89,149
0,84,135
3,79,139
12,81,159
7,89,126
0,83,147
0,79,146
0,83,140
0,81,139
0,86,139
0,77,143
14,86,111
51,118,83
59,111,125
52,114,101
22,79,150
0,67,142
3,89,116
0,87,129
0,76,142
4,84,137
0,77,123
0,80,133
0,80,133
0,80,133
0,79,132
1,78,132
0,77,131
0,77,131
0,77,131
0,74,129
0,74,129
0,75,127
0,73,126
0,73,124
0,71,123
0,71,123
0,71,123
0,69,121
1,68,121
2,67,121
4,67,120
5,65,119
7,64,117
8,63,117
10,63,117
11,63,113
12,62,113
14,61,113
17,60,113
18,59,111
20,57,110
21,56,110
23,56,109
24,55,109
24,56,107
25,55,107
25,55,107
28,56,106
30,56,107
30,56,107
33,56,108
36,58,108
40,60,110
47,65,113
52,69,115
59,73,118
68,81,125
78,90,132
85,97,137
96,104,141
104,112,148
114,120,154
119,125,157
124,129,159
130,134,163
134,135,163
133,135,160
129,134,156
123,128,147
116,121,140
111,113,136
100,101,131
86,86,112
134,136,151
245,248,253
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
254,254,252
255,255,253
255,255,253
255,255,255
229,228,234
190,188,199
189,187,200
150,155,174
103,108,128
90,94,119
98,102,129
108,112,139
123,127,154
128,132,157
133,138,160
133,139,163
134,140,166
131,138,166
126,133,162
122,128,160
116,125,158
108,116,152
101,109,146
92,104,144
85,99,138
75,90,131
66,83,126
60,79,122
53,74,121
46,68,115
41,65,113
36,62,113
34,60,111
31,59,109
27,59,110
26,59,110
24,60,112
22,59,111
18,58,109
15,53,116
25,60,128
23,56,123
13,52,107
10,62,101
10,70,107
7,70,121
7,71,133
1,77,109
0,71,121
0,55,118
23,69,118
72,97,101
127,126,70
189,162,57
214,171,41
223,185,26
229,192,16
244,208,12
246,211,7
236,199,0
236,197,4
240,200,14
235,195,9
207,170,30
156,135,68
127,128,114
161,167,153
189,179,170
186,158,173
211,184,193
249,235,209
239,244,250
86,127,159
0,74,133
0,88,152
1,82,135
10,81,125
0,72,124
0,90,153
0,79,142
0,88,124
0,80,143
0,71,133
16,81,123
32,98,122
24,100,116
3,80,150
8,90,112
0,84,109
0,83,128
0,87,140
4,88,148
3,81,147
2,73,129
14,79,137
0,70,115
0,64,149
2,84,131
4,95,114
0,73,147
0,71,151
8,83,123
0,70,119
1,78,130
0,77,129
0,77,129
0,76,128
0,76,128
1,74,127
1,74,127
1,74,127
0,73,125
0,72,125
0,72,123
0,70,122
0,70,122
0,70,121
0,69,120
1,68,120
1,67,119
1,67,119
4,66,117
7,64,117
10,63,117
12,62,115
14,61,115
15,60,115
15,61,113
15,61,113
17,60,111
19,59,111
20,57,109
21,57,109
23,56,109
24,55,109
25,55,107
25,55,107
26,53,106
27,55,105
28,54,105
31,54,106
33,55,105
34,56,106
36,56,107
40,60,110
47,65,113
52,69,115
60,73,118
69,80,125
80,89,132
86,95,136
95,103,140
103,111,147
113,119,153
118,124,156
124,129,159
130,134,163
134,135,163
132,134,159
129,134,156
122,127,146
116,121,140
111,113,136
100,101,131
86,86,112
134,136,151
246,249,254
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
254,254,252
255,255,253
255,255,253
255,255,255
228,227,233
189,187,198
188,186,199
145,150,169
100,105,125
90,94,119
99,103,130
109,113,140
123,127,154
128,132,157
132,137,159
133,139,163
134,140,166
131,136,165
125,132,161
121,127,159
117,123,157
107,115,151
100,108,145
92,101,142
84,96,136
74,87,129
66,81,124
59,76,120
54,72,120
46,67,114
41,63,112
37,60,110
35,58,110
31,57,108
29,57,107
27,57,109
26,58,109
24,57,108
23,56,109
8,55,101
19,60,122
22,60,133
23,58,126
23,61,110
14,60,94
7,61,97
9,70,114
10,56,131
12,65,115
4,68,96
2,70,105
3,65,124
5,62,129
19,71,121
24,75,104
40,92,113
49,96,106
70,106,104
92,115,99
113,119,81
140,136,65
176,164,56
200,184,49
247,201,4
229,187,17
194,160,50
176,155,112
161,154,148
167,172,168
219,220,222
252,249,255
156,179,197
14,68,112
0,84,150
0,87,155
0,74,127
16,85,127
5,78,129
0,76,139
0,83,127
1,79,143
3,76,131
15,76,133
41,99,101
54,123,69
33,104,108
2,73,137
11,87,136
2,79,135
0,77,138
0,74,136
0,85,132
3,86,140
0,71,137
6,86,119
0,79,140
2,84,142
0,88,120
0,77,112
0,73,142
4,79,146
5,77,127
4,70,128
2,75,128
1,74,127
1,74,127
1,74,127
1,72,126
0,71,125
0,71,125
1,70,125
0,69,121
0,69,121
0,69,121
1,68,120
2,68,120
1,67,119
3,66,117
4,66,117
4,64,116
4,64,116
8,64,115
11,62,115
14,61,113
17,60,113
18,59,113
20,59,114
19,59,111
19,59,111
21,58,110
21,57,109
23,56,109
24,56,107
25,55,107
24,54,106
26,53,106
26,53,106
27,53,104
29,52,104
31,52,105
31,53,103
33,53,104
34,54,105
38,55,107
41,59,109
47,63,112
54,68,115
61,72,118
70,78,124
80,87,131
87,94,136
95,103,140
103,111,147
113,119,153
118,124,156
124,129,159
130,134,163
133,134,162
132,134,159
128,133,155
122,127,146
116,121,140
111,113,136
100,101,131
86,86,112
134,136,151
246,249,254
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
254,254,252
255,255,253
255,255,253
255,255,255
228,227,233
188,186,197
187,185,198
140,145,164
97,102,122
89,93,118
100,104,131
110,114,141
123,127,154
128,132,157
132,137,159
133,137,162
133,139,165
131,136,165
126,131,161
120,126,158
116,122,156
108,114,150
101,106,144
90,99,140
84,93,134
74,86,128
66,79,123
60,74,119
53,71,119
47,65,113
42,62,112
37,59,109
35,57,107
32,55,107
29,55,106
29,57,107
29,56,109
26,56,108
25,55,107
20,67,87
18,66,102
14,59,114
19,57,120
28,58,120
23,54,108
13,53,102
12,63,110
25,54,122
24,59,117
17,63,112
6,62,113
0,59,117
0,59,118
0,67,114
0,75,111
0,64,109
0,64,105
0,66,104
0,69,108
6,69,112
10,68,108
18,74,101
29,82,98
99,104,84
165,161,51
207,189,19
207,179,44
180,161,92
194,194,160
242,252,243
238,246,255
69,115,151
6,70,118
0,81,143
0,78,138
1,78,130
1,72,118
8,81,132
0,76,135
1,80,119
2,71,146
14,79,119
43,94,121
69,120,89
66,128,51
31,95,105
0,65,119
0,70,132
0,72,146
1,77,135
0,70,134
0,75,125
0,80,120
0,73,132
1,86,115
1,85,111
0,79,135
0,74,142
0,71,117
3,82,115
4,78,127
0,63,128
10,78,141
1,72,124
1,72,124
1,71,123
1,71,123
0,70,122
2,69,122
1,68,121
1,68,121
0,67,119
0,67,119
1,67,119
3,66,119
4,66,117
7,64,117
8,64,115
8,64,115
9,62,114
10,62,112
11,61,112
15,61,113
17,60,111
19,59,111
21,58,111
21,58,110
22,58,110
23,56,109
